qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
NZ_JBNPLY010000021.1,PKIOBJML_01028,98.589,1134,16,0,3984,5117,1134,1,0,2006
NZ_JBNPLY010000021.1,PKIOBJML_01028,84.446,1138,169,8,5962,7095,1134,1,0,1114
NZ_JBNPLY010000021.1,IMEPEALG_00428,98.501,1134,17,0,3984,5117,1134,1,0,2001
NZ_JBNPLY010000021.1,IMEPEALG_00428,84.534,1138,168,8,5962,7095,1134,1,0,1120
NZ_JBNPLY010000021.1,FEOMAJAB_01854,98.501,1134,17,0,3984,5117,1134,1,0,2001
NZ_JBNPLY010000021.1,FEOMAJAB_01854,84.872,1137,166,6,5962,7095,1134,1,0,1142
NZ_JBNPLY010000021.1,MENKCHFA_01577,98.501,1134,17,0,3984,5117,1134,1,0,2001
NZ_JBNPLY010000021.1,MENKCHFA_01577,84.534,1138,168,8,5962,7095,1134,1,0,1120
NZ_JBNPLY010000021.1,PCIENLDN_01544,98.501,1134,17,0,3984,5117,1134,1,0,2001
NZ_JBNPLY010000021.1,PCIENLDN_01544,84.359,1138,170,8,5962,7095,1134,1,0,1109
NZ_JBNPLY010000021.1,HKJDEIIE_00678,98.413,1134,18,0,3984,5117,1134,1,0,1995
NZ_JBNPLY010000021.1,HKJDEIIE_00678,84.622,1138,167,8,5962,7095,1134,1,0,1125
NZ_JBNPLY010000021.1,CGGHHGPE_01429,98.413,1134,18,0,3984,5117,1134,1,0,1995
NZ_JBNPLY010000021.1,CGGHHGPE_01429,84.899,1139,162,9,5962,7095,1134,1,0,1142
NZ_JBNPLY010000021.1,DHNJBMBM_00940,98.413,1134,18,0,3984,5117,1134,1,0,1995
NZ_JBNPLY010000021.1,DHNJBMBM_00940,84.723,1139,164,9,5962,7095,1134,1,0,1131
NZ_JBNPLY010000021.1,AAKHGPOL_01933,98.413,1134,18,0,3984,5117,1134,1,0,1995
NZ_JBNPLY010000021.1,AAKHGPOL_01933,84.446,1138,169,8,5962,7095,1134,1,0,1114
NZ_JBNPLY010000021.1,IIKAKJMI_00376,98.236,1134,20,0,3984,5117,1134,1,0,1984
NZ_JBNPLY010000021.1,IIKAKJMI_00376,84.987,1139,161,9,5962,7095,1134,1,0,1147
NZ_JBNPLY010000021.1,EKMAPMCI_00421,98.236,1134,20,0,3984,5117,1134,1,0,1984
NZ_JBNPLY010000021.1,EKMAPMCI_00421,84.723,1139,164,9,5962,7095,1134,1,0,1131
NZ_JBNPLY010000021.1,AGHFCPCB_01788,98.236,1134,20,0,3984,5117,1134,1,0,1984
NZ_JBNPLY010000021.1,AGHFCPCB_01788,84.987,1139,161,9,5962,7095,1134,1,0,1147
NZ_JBNPLY010000021.1,DNFJIMGK_01841,98.148,1134,21,0,3984,5117,1134,1,0,1978
NZ_JBNPLY010000021.1,DNFJIMGK_01841,85.075,1139,160,9,5962,7095,1134,1,0,1153
NZ_JBNPLY010000021.1,EHEMMEGG_02347,98.148,1134,21,0,3984,5117,1134,1,0,1978
NZ_JBNPLY010000021.1,EHEMMEGG_02347,84.811,1139,163,9,5962,7095,1134,1,0,1136
NZ_JBNPLY010000021.1,OJNGEHOK_01197,98.148,1134,21,0,3984,5117,1134,1,0,1978
NZ_JBNPLY010000021.1,OJNGEHOK_01197,84.609,1137,169,6,5962,7095,1134,1,0,1125
NZ_JBNPLY010000021.1,FFOBAGKA_01293,98.06,1134,22,0,3984,5117,1134,1,0,1973
NZ_JBNPLY010000021.1,FFOBAGKA_01293,84.636,1139,165,9,5962,7095,1134,1,0,1125
NZ_JBNPLY010000021.1,JHKAKDPA_01942,98.06,1134,22,0,3984,5117,1134,1,0,1973
NZ_JBNPLY010000021.1,JHKAKDPA_01942,84.811,1139,163,9,5962,7095,1134,1,0,1136
NZ_JBNPLY010000021.1,OLFPHEOK_01442,98.06,1134,22,0,3984,5117,1134,1,0,1973
NZ_JBNPLY010000021.1,OLFPHEOK_01442,84.257,1137,173,6,5962,7095,1134,1,0,1103
NZ_JBNPLY010000021.1,IEIPBIDJ_02113,97.972,1134,23,0,3984,5117,1134,1,0,1967
NZ_JBNPLY010000021.1,IEIPBIDJ_02113,84.521,1137,170,6,5962,7095,1134,1,0,1120
NZ_JBNPLY010000021.1,KLKNKOKK_00708,97.972,1134,23,0,3984,5117,1134,1,0,1967
NZ_JBNPLY010000021.1,KLKNKOKK_00708,85.162,1139,159,9,5962,7095,1134,1,0,1158
NZ_JBNPLY010000021.1,LMDJHPBK_01637,97.884,1134,24,0,3984,5117,1134,1,0,1962
NZ_JBNPLY010000021.1,LMDJHPBK_01637,85.162,1139,159,9,5962,7095,1134,1,0,1158
NZ_JBNPLY010000021.1,BHAHPLJF_01707,97.795,1134,25,0,3984,5117,1134,1,0,1956
NZ_JBNPLY010000021.1,BHAHPLJF_01707,84.359,1138,170,8,5962,7095,1134,1,0,1109
NZ_JBNPLY010000021.1,CNAIGNGD_01240,97.795,1134,25,0,3984,5117,1134,1,0,1956
NZ_JBNPLY010000021.1,CNAIGNGD_01240,83.568,1138,179,7,5962,7095,1134,1,0,1059
NZ_JBNPLY010000021.1,AKKLODMM_01094,97.795,1134,25,0,3984,5117,1134,1,0,1956
NZ_JBNPLY010000021.1,AKKLODMM_01094,84.609,1137,169,6,5962,7095,1134,1,0,1125
NZ_JBNPLY010000021.1,BIKDCKDB_01740,97.795,1134,25,0,3984,5117,1134,1,0,1956
NZ_JBNPLY010000021.1,BIKDCKDB_01740,84.521,1137,170,6,5962,7095,1134,1,0,1120
NZ_JBNPLY010000021.1,DJEBBIJA_01439,97.795,1134,25,0,3984,5117,1134,1,0,1956
NZ_JBNPLY010000021.1,DJEBBIJA_01439,84.697,1137,168,6,5962,7095,1134,1,0,1131
NZ_JBNPLY010000021.1,JMPJHDJI_01542,97.795,1134,25,0,3984,5117,1134,1,0,1956
NZ_JBNPLY010000021.1,JMPJHDJI_01542,83.568,1138,179,7,5962,7095,1134,1,0,1059
NZ_JBNPLY010000021.1,GIJBEBPG_00940,97.707,1134,26,0,3984,5117,1134,1,0,1951
NZ_JBNPLY010000021.1,GIJBEBPG_00940,84.433,1137,171,6,5962,7095,1134,1,0,1114
NZ_JBNPLY010000021.1,KANFGJEH_01933,97.707,1134,26,0,3984,5117,1134,1,0,1951
NZ_JBNPLY010000021.1,KANFGJEH_01933,84.987,1139,161,9,5962,7095,1134,1,0,1147
NZ_JBNPLY010000021.1,CLNCBDDI_01801,97.707,1134,26,0,3984,5117,1134,1,0,1951
NZ_JBNPLY010000021.1,CLNCBDDI_01801,84.785,1137,167,6,5962,7095,1134,1,0,1136
NZ_JBNPLY010000021.1,EOKCNMLO_01251,97.707,1134,26,0,3984,5117,1134,1,0,1951
NZ_JBNPLY010000021.1,EOKCNMLO_01251,84.723,1139,164,9,5962,7095,1134,1,0,1131
NZ_JBNPLY010000021.1,AHCDDLMG_01264,97.707,1134,26,0,3984,5117,1134,1,0,1951
NZ_JBNPLY010000021.1,AHCDDLMG_01264,84.697,1137,168,6,5962,7095,1134,1,0,1131
NZ_JBNPLY010000021.1,NLNDMPIO_01440,97.707,1134,26,0,3984,5117,1134,1,0,1951
NZ_JBNPLY010000021.1,NLNDMPIO_01440,84.987,1139,161,9,5962,7095,1134,1,0,1147
NZ_JBNPLY010000021.1,CHCLLDHC_01362,97.707,1134,26,0,3984,5117,1134,1,0,1951
NZ_JBNPLY010000021.1,CHCLLDHC_01362,84.785,1137,167,6,5962,7095,1134,1,0,1136
NZ_JBNPLY010000021.1,CCCIAONL_00070,97.619,1134,27,0,3984,5117,1134,1,0,1945
NZ_JBNPLY010000021.1,CCCIAONL_00070,85.075,1139,160,9,5962,7095,1134,1,0,1153
NZ_JBNPLY010000021.1,NLGPBGIK_00873,97.619,1134,27,0,3984,5117,1134,1,0,1945
NZ_JBNPLY010000021.1,NLGPBGIK_00873,84.872,1137,166,6,5962,7095,1134,1,0,1142
NZ_JBNPLY010000021.1,JJHCJNPB_01457,97.531,1134,28,0,3984,5117,1134,1,0,1940
NZ_JBNPLY010000021.1,JJHCJNPB_01457,84.785,1137,167,6,5962,7095,1134,1,0,1136
NZ_JBNPLY010000021.1,FADNLJGH_00319,97.531,1134,28,0,3984,5117,1134,1,0,1940
NZ_JBNPLY010000021.1,FADNLJGH_00319,84.96,1137,165,6,5962,7095,1134,1,0,1147
NZ_JBNPLY010000021.1,CFOHNOJF_01912,97.531,1134,28,0,3984,5117,1134,1,0,1940
NZ_JBNPLY010000021.1,CFOHNOJF_01912,84.609,1137,169,6,5962,7095,1134,1,0,1125
NZ_JBNPLY010000021.1,OAMAMMGM_01628,97.531,1134,28,0,3984,5117,1134,1,0,1940
NZ_JBNPLY010000021.1,OAMAMMGM_01628,84.96,1137,165,6,5962,7095,1134,1,0,1147
NZ_JBNPLY010000021.1,EJGNDIDJ_02100,97.531,1134,28,0,3984,5117,1134,1,0,1940
NZ_JBNPLY010000021.1,EJGNDIDJ_02100,84.96,1137,165,6,5962,7095,1134,1,0,1147
NZ_JBNPLY010000021.1,MKJIPKIA_00859,97.443,1134,29,0,3984,5117,1134,1,0,1934
NZ_JBNPLY010000021.1,MKJIPKIA_00859,85.338,1139,157,9,5962,7095,1134,1,0,1170
NZ_JBNPLY010000021.1,DPGLHGEM_01577,97.354,1134,30,0,3984,5117,1134,1,0,1929
NZ_JBNPLY010000021.1,DPGLHGEM_01577,84.697,1137,168,6,5962,7095,1134,1,0,1131
NZ_JBNPLY010000021.1,PFOPBLNE_00456,97.354,1134,30,0,3984,5117,1134,1,0,1929
NZ_JBNPLY010000021.1,PFOPBLNE_00456,85.136,1137,163,6,5962,7095,1134,1,0,1158
NZ_JBNPLY010000021.1,KLLHFLHM_00169,97.266,1134,31,0,3984,5117,1134,1,0,1923
NZ_JBNPLY010000021.1,KLLHFLHM_00169,85.224,1137,162,6,5962,7095,1134,1,0,1164
NZ_JBNPLY010000021.1,JGCPKIOK_00344,97.178,1134,32,0,3984,5117,1134,1,0,1917
NZ_JBNPLY010000021.1,JGCPKIOK_00344,85.312,1137,161,6,5962,7095,1134,1,0,1170
NZ_JBNPLY010000021.1,CFLLLFKD_00418,97.09,1134,33,0,3984,5117,1134,1,0,1912
NZ_JBNPLY010000021.1,CFLLLFKD_00418,84.872,1137,166,6,5962,7095,1134,1,0,1142
NZ_JBNPLY010000021.1,GPGJLEPI_01787,96.914,1134,35,0,3984,5117,1134,1,0,1901
NZ_JBNPLY010000021.1,GPGJLEPI_01787,83.758,1139,175,9,5962,7095,1134,1,0,1070
NZ_JBNPLY010000021.1,KGNNDHGO_00257,96.825,1134,36,0,3984,5117,1134,1,0,1895
NZ_JBNPLY010000021.1,KGNNDHGO_00257,83.845,1139,174,9,5962,7095,1134,1,0,1075
NZ_JBNPLY010000021.1,ELBNIJGI_01423,96.72,1128,37,0,3984,5111,1131,4,0,1879
NZ_JBNPLY010000021.1,ELBNIJGI_01423,84.615,1131,168,6,5962,7089,1131,4,0,1120
NZ_JBNPLY010000021.1,ACFKHCFG_00525,96.561,1134,39,0,3984,5117,1134,1,0,1879
NZ_JBNPLY010000021.1,ACFKHCFG_00525,84.622,1138,167,7,5962,7095,1134,1,0,1125
NZ_JBNPLY010000021.1,LBNEIFBD_01065,96.561,1134,39,0,3984,5117,1134,1,0,1879
NZ_JBNPLY010000021.1,LBNEIFBD_01065,83.304,1138,182,7,5962,7095,1134,1,0,1042
NZ_JBNPLY010000021.1,LHFPLAOB_00685,96.473,1134,40,0,3984,5117,1134,1,0,1873
NZ_JBNPLY010000021.1,LHFPLAOB_00685,84.359,1138,170,7,5962,7095,1134,1,0,1109
NZ_JBNPLY010000021.1,NGONBCJP_01411,96.473,1134,40,0,3984,5117,1134,1,0,1873
NZ_JBNPLY010000021.1,NGONBCJP_01411,83.216,1138,183,7,5962,7095,1134,1,0,1037
NZ_JBNPLY010000021.1,HEPEIOMC_01765,96.12,1134,44,0,3984,5117,1134,1,0,1851
NZ_JBNPLY010000021.1,HEPEIOMC_01765,84.419,1136,173,4,5962,7095,1134,1,0,1114
NZ_JBNPLY010000021.1,LBJBJPCC_01705,95.679,1134,49,0,3984,5117,1134,1,0,1823
NZ_JBNPLY010000021.1,LBJBJPCC_01705,84.811,1139,163,9,5962,7095,1134,1,0,1136
NZ_JBNPLY010000021.1,IKMNGNGG_00588,95.591,1134,50,0,3984,5117,1134,1,0,1818
NZ_JBNPLY010000021.1,IKMNGNGG_00588,84.723,1139,164,9,5962,7095,1134,1,0,1131
NZ_JBNPLY010000021.1,PGMCDPOI_02040,95.326,1134,53,0,5962,7095,1134,1,0,1801
NZ_JBNPLY010000021.1,PGMCDPOI_02040,82.177,1139,193,10,3984,5117,1134,1,0,970
NZ_JBNPLY010000021.1,LJIMDADA_00040,98.143,1023,19,0,3984,5006,1023,1,0,1784
NZ_JBNPLY010000021.1,LJIMDADA_00040,84.922,1028,145,9,5962,6984,1023,1,0,1031
NZ_JBNPLY010000021.1,FMMPFNMH_00890,94.621,1134,61,0,3984,5117,1134,1,0,1757
NZ_JBNPLY010000021.1,FMMPFNMH_00890,84.155,1136,176,4,5962,7095,1134,1,0,1098
NZ_JBNPLY010000021.1,BLBAIIIF_01395,94.542,1136,58,4,3984,5117,1134,1,0,1751
NZ_JBNPLY010000021.1,BLBAIIIF_01395,81.81,1138,199,8,5962,7095,1134,1,0,948
NZ_JBNPLY010000021.1,AGHFCPCB_00078,94.592,1128,61,0,3984,5111,1131,4,0,1746
NZ_JBNPLY010000021.1,AGHFCPCB_00078,84.011,1132,173,7,5962,7089,1131,4,0,1081
NZ_JBNPLY010000021.1,OJNGEHOK_00170,94.504,1128,62,0,3984,5111,1131,4,0,1740
NZ_JBNPLY010000021.1,OJNGEHOK_00170,83.805,1130,179,4,5962,7089,1131,4,0,1070
NZ_JBNPLY010000021.1,DJEBBIJA_00605,94.238,1128,65,0,3984,5111,1131,4,0,1724
NZ_JBNPLY010000021.1,DJEBBIJA_00605,83.805,1130,179,4,5962,7089,1131,4,0,1070
NZ_JBNPLY010000021.1,EKMAPMCI_00504,93.972,1128,68,0,3984,5111,1131,4,0,1707
NZ_JBNPLY010000021.1,EKMAPMCI_00504,84.099,1132,172,7,5962,7089,1131,4,0,1086
NZ_JBNPLY010000021.1,KGNNDHGO_00825,93.794,1128,70,0,3984,5111,1131,4,0,1696
NZ_JBNPLY010000021.1,KGNNDHGO_00825,84.466,1133,166,9,5962,7089,1131,4,0,1109
NZ_JBNPLY010000021.1,MCOFBGNH_00755,93.706,1128,71,0,3984,5111,1131,4,0,1690
NZ_JBNPLY010000021.1,MCOFBGNH_00755,83.717,1130,180,4,5962,7089,1131,4,0,1064
NZ_JBNPLY010000021.1,CALKJBOO_01440,93.528,1128,73,0,3984,5111,1131,4,0,1679
NZ_JBNPLY010000021.1,CALKJBOO_01440,83.894,1130,178,4,5962,7089,1131,4,0,1075
NZ_JBNPLY010000021.1,LDBAILDD_01930,92.553,1128,84,0,3984,5111,1131,4,0,1618
NZ_JBNPLY010000021.1,LDBAILDD_01930,84.554,1133,165,9,5962,7089,1131,4,0,1114
NZ_JBNPLY010000020.1,BCBOCKCO_00989,100,669,0,0,26713,27381,669,1,0,1236
NZ_JBNPLY010000020.1,GDKMOBFO_01644,99.851,669,1,0,26713,27381,669,1,0,1230
NZ_JBNPLY010000020.1,HMLIKOAK_00246,99.851,669,1,0,26713,27381,669,1,0,1230
NZ_JBNPLY010000020.1,PBJMEHJO_01274,99.851,669,1,0,26713,27381,669,1,0,1230
NZ_JBNPLY010000020.1,MGKMCJDE_00199,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,ELBNIJGI_00286,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,GDNGFAND_01204,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,LPPNKIHK_00205,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,BHAHPLJF_00396,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,GGLHANJG_01753,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,BPLCMNEB_00369,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,DHNJBMBM_00738,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,PGMCDPOI_00343,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,JIELBCPK_00131,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,OGCEAMGH_00378,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,EOKCNMLO_00627,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,BIKDCKDB_00199,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,AGHFCPCB_01511,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,PFOPBLNE_00621,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,NLNDMPIO_01392,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,PHBIKDNO_00566,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,IFIBFMPA_00487,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,NIGBLFPI_01218,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,EDKNFEAI_00272,99.701,669,2,0,26713,27381,669,1,0,1225
NZ_JBNPLY010000020.1,AKKLODMM_01864,99.552,669,3,0,26713,27381,669,1,0,1219
NZ_JBNPLY010000020.1,PENOFAEA_00281,99.552,669,3,0,26713,27381,669,1,0,1219
NZ_JBNPLY010000020.1,FMMPFNMH_01345,99.552,669,3,0,26713,27381,669,1,0,1219
NZ_JBNPLY010000020.1,HIAECGHN_01625,99.552,669,3,0,26713,27381,669,1,0,1219
NZ_JBNPLY010000020.1,FMLDINAP_01183,99.402,669,4,0,26713,27381,669,1,0,1214
NZ_JBNPLY010000020.1,NFHPINHL_00266,99.402,669,4,0,26713,27381,669,1,0,1214
NZ_JBNPLY010000020.1,HMIDAMBC_00950,98.057,669,13,0,26713,27381,669,1,0,1164
NZ_JBNPLY010000020.1,FHLGLLGC_01499,99.653,576,2,0,26713,27288,576,1,0,1053
NZ_JBNPLY010000020.1,MBIGBPLC_01200,94.32,669,38,0,26713,27381,669,1,0,1026
NZ_JBNPLY010000020.1,PBJMEHJO_01268,100,546,0,0,24420,24965,546,1,0,1009
NZ_JBNPLY010000020.1,LBJBJPCC_01686,99.817,546,1,0,24420,24965,546,1,0,1003
NZ_JBNPLY010000020.1,HIAECGHN_01619,99.817,546,1,0,24420,24965,546,1,0,1003
NZ_JBNPLY010000020.1,MJGCHCAG_00442,99.817,546,1,0,24420,24965,546,1,0,1003
NZ_JBNPLY010000020.1,BCBOCKCO_00983,99.817,546,1,0,24420,24965,546,1,0,1003
NZ_JBNPLY010000020.1,HMIDAMBC_00893,99.634,546,2,0,24420,24965,546,1,0,998
NZ_JBNPLY010000020.1,KLLHFLHM_00782,99.634,546,2,0,24420,24965,546,1,0,998
NZ_JBNPLY010000020.1,MKGPPGJG_00222,99.451,546,3,0,24420,24965,546,1,0,992
NZ_JBNPLY010000020.1,LPPNKIHK_00211,99.451,546,3,0,24420,24965,546,1,0,992
NZ_JBNPLY010000020.1,DHNJBMBM_00732,99.451,546,3,0,24420,24965,546,1,0,992
NZ_JBNPLY010000020.1,NFHPINHL_00272,99.451,546,3,0,24420,24965,546,1,0,992
NZ_JBNPLY010000020.1,ONAEBMDO_00890,99.451,546,3,0,24420,24965,546,1,0,992
NZ_JBNPLY010000020.1,JNJPFMHH_00335,99.451,546,3,0,24420,24965,546,1,0,992
NZ_JBNPLY010000020.1,NLNDMPIO_01386,99.451,546,3,0,24420,24965,546,1,0,992
NZ_JBNPLY010000020.1,DONELLLA_01827,99.267,546,4,0,24420,24965,546,1,0,987
NZ_JBNPLY010000020.1,PBJMEHJO_01266,100,399,0,0,23788,24186,399,1,0,737
NZ_JBNPLY010000020.1,GDKMOBFO_01636,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,HEPEIOMC_00100,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,DPGLHGEM_00981,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,JHKAKDPA_00981,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,OAMAMMGM_01663,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,CPNIBBMP_00168,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,GKMEOBAH_01783,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,BOMAGICK_00975,99.749,399,1,0,23788,24186,399,1,0,732
NZ_JBNPLY010000020.1,MCOFBGNH_00378,99.499,399,2,0,23788,24186,399,1,0,726
NZ_JBNPLY010000020.1,PENOFAEA_00289,99.499,399,2,0,23788,24186,399,1,0,726
NZ_JBNPLY010000020.1,NFHPINHL_00274,99.499,399,2,0,23788,24186,399,1,0,726
NZ_JBNPLY010000020.1,NLNDMPIO_01384,99.499,399,2,0,23788,24186,399,1,0,726
NZ_JBNPLY010000020.1,PBJMEHJO_01255,100,393,0,0,18557,18949,393,1,0,726
NZ_JBNPLY010000020.1,KPAIGLCF_01371,99.746,393,1,0,18557,18949,393,1,0,721
NZ_JBNPLY010000020.1,DONELLLA_01825,99.248,399,3,0,23788,24186,399,1,0,721
NZ_JBNPLY010000020.1,JNJPFMHH_00322,99.746,393,1,0,18557,18949,393,1,0,721
NZ_JBNPLY010000020.1,GKMEOBAH_01772,99.746,393,1,0,18557,18949,393,1,0,721
NZ_JBNPLY010000020.1,IELEDNAH_00217,99.746,393,1,0,18557,18949,393,1,0,721
NZ_JBNPLY010000020.1,MKGPPGJG_00209,99.491,393,2,0,18557,18949,393,1,0,715
NZ_JBNPLY010000020.1,CCCIAONL_00396,99.491,393,2,0,18557,18949,393,1,0,715
NZ_JBNPLY010000020.1,NFHPINHL_00285,99.491,393,2,0,18557,18949,393,1,0,715
NZ_JBNPLY010000020.1,DJEBBIJA_00376,99.491,393,2,0,18557,18949,393,1,0,715
NZ_JBNPLY010000020.1,KLKNKOKK_01153,99.491,393,2,0,18557,18949,393,1,0,715
NZ_JBNPLY010000020.1,CHCLLDHC_01268,99.491,393,2,0,18557,18949,393,1,0,715
NZ_JBNPLY010000020.1,JIELBCPK_01192,99.237,393,3,0,18557,18949,393,1,0,710
NZ_JBNPLY010000020.1,KLLHFLHM_00795,99.237,393,3,0,18557,18949,393,1,0,710
NZ_JBNPLY010000020.1,FMLDINAP_01100,98.982,393,4,0,18557,18949,393,1,0,704
NZ_JBNPLY010000020.1,JGCPKIOK_01430,98.982,393,4,0,18557,18949,393,1,0,704
NZ_JBNPLY010000020.1,JIELBCPK_01203,98.496,399,0,1,23788,24186,393,1,0,699
NZ_JBNPLY010000020.1,HMIDAMBC_00880,96.438,393,14,0,18557,18949,393,1,0,649
NZ_JBNPLY010000013.1,FNFNFFKA_00067,99.67,606,2,0,2830,3435,606,1,0,1109
NZ_JBNPLY010000013.1,JHNLEEON_00857,99.505,606,3,0,2830,3435,606,1,0,1103
NZ_JBNPLY010000013.1,GGLHANJG_00867,99.34,606,4,0,2830,3435,606,1,0,1098
NZ_JBNPLY010000013.1,CFBPKCML_00444,99.34,606,4,0,2830,3435,606,1,0,1098
NZ_JBNPLY010000013.1,PHCPEEKD_01934,99.175,606,5,0,2830,3435,606,1,0,1092
NZ_JBNPLY010000013.1,IJIEPJOP_00018,99.175,606,5,0,2830,3435,606,1,0,1092
NZ_JBNPLY010000013.1,HMLIKOAK_00754,99.01,606,6,0,2830,3435,606,1,0,1086
NZ_JBNPLY010000013.1,PBJMEHJO_01398,99.01,606,6,0,2830,3435,606,1,0,1086
NZ_JBNPLY010000013.1,MLFAECIC_01109,98.845,606,7,0,2830,3435,606,1,0,1081
NZ_JBNPLY010000011.1,LFHIDBCF_01304,100,2454,0,0,14763,17216,2454,1,0,4532
NZ_JBNPLY010000011.1,BKJNNFOL_00518,99.959,2454,1,0,14763,17216,2454,1,0,4527
NZ_JBNPLY010000011.1,IPGKJDHB_01620,99.959,2454,1,0,14763,17216,2454,1,0,4527
NZ_JBNPLY010000011.1,DCMJIPMM_00728,99.919,2454,2,0,14763,17216,2454,1,0,4521
NZ_JBNPLY010000011.1,LBNEIFBD_00516,99.919,2454,2,0,14763,17216,2454,1,0,4521
NZ_JBNPLY010000011.1,BOMAGICK_00237,99.919,2454,2,0,14763,17216,2454,1,0,4521
NZ_JBNPLY010000011.1,ACGCMIFI_00759,99.919,2454,2,0,14763,17216,2454,1,0,4521
NZ_JBNPLY010000011.1,MGKMCJDE_01890,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,ACFKHCFG_00096,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,DIBIOHMC_01073,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,CNDPHPMH_00388,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,IEFBGPOG_00141,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,NPGNFECH_00859,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,BLFCMGDP_01064,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,ICNPGPBB_00041,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,PBJMEHJO_01869,99.878,2454,3,0,14763,17216,2454,1,0,4516
NZ_JBNPLY010000011.1,KLKGMOCN_00969,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,DFBCAOKP_00589,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,CNJELECN_00781,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,EIINPMOO_01488,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,BJGNNANO_01709,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,CFPKMEGN_00537,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,JKMCDJKN_00635,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,IPOIOHBE_00226,99.837,2454,4,0,14763,17216,2454,1,0,4510
NZ_JBNPLY010000011.1,BLFAKNDE_00424,99.796,2454,5,0,14763,17216,2454,1,0,4505
NZ_JBNPLY010000011.1,IMEPEALG_01726,99.796,2454,5,0,14763,17216,2454,1,0,4505
NZ_JBNPLY010000011.1,HKJDEIIE_01657,99.796,2454,5,0,14763,17216,2454,1,0,4505
NZ_JBNPLY010000011.1,GBPPEOGD_01823,99.796,2454,5,0,14763,17216,2454,1,0,4505
NZ_JBNPLY010000011.1,GGLHANJG_01778,99.796,2454,5,0,14763,17216,2454,1,0,4505
NZ_JBNPLY010000011.1,GDKMOBFO_01750,99.796,2454,5,0,14763,17216,2454,1,0,4505
NZ_JBNPLY010000011.1,MENKCHFA_00842,99.796,2454,5,0,14763,17216,2454,1,0,4505
NZ_JBNPLY010000011.1,CNFNFEIB_00356,99.796,2454,5,0,14763,17216,2454,1,0,4505
